meeting_file,meeting_title,meeting_date,councillor,status
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Farrell Maura,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Fionntain O'Suilleabhain,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Fleming John,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Frank Staples,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Gary Laffan,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,George Lawlor,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,George Moore,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Ger Cathal,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Jim Ger,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Jim Lisa,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Joe Frank,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Joe Sullivan,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,John Fleming,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,John Hegarty,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,John O'Rourke,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Kathleen Codd-Nolan,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Kathleen John,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Leonard Kelly,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Lisa Mcdonald,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Mary Jim,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Michael Jackser,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Michael Sheehan,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Michael Whelan,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Moore Mary,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Oliver Walsh,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Pat Barden,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Pat Donohoe,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Pip Breen,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Sipo Sipo,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Sipo' Ce,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,The Of,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Tom Forde,present
Special-County-Council-Meeting-14.01.22-Minutes_0,Special County Council Meeting  - Minutes 14th January 2022,2022-01-14,Willie Kavanagh,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,Aidan Browne,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,Andrew Bolger,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,Anthony Connick,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,Anthony Donohoe,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,Barbara-Anne Murphy,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,Bridin Murphy,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,Codd Byrne,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,David Hynes,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,Diarmuid Devereux,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,Donal Kenny,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,Fionntain O'Suilleabhain,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,Frank Staples,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,Gary Laffan,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,George Lawlor,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,Jim Jackser,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,Jim Moore,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,Joe Sullivan,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,John Fleming,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,John Hegarty,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,John O'Rourke,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,Kavanagh Cathal,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,Lisa Mcdonald,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,Mary Farrell,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,Maura Bell,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,Michael Sheehan,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,Michael Whelan,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,Oliver Walsh,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,Owens Willie,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,Pat Barden,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,Pip Breen,present
Special-County-Council-Meeting-22.02.21-Minutes,Special County Council Meeting 22nd February 2021 Minutes,2021-02-22,Tom Forde,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Anthony Donohoe,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Barbara Murphy,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Bell Murphy,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Breen O'Rourke,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Brid Owens,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Browne Jackser,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Byrne Michael,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Carthy Frank,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Codd-Nolan Oliver,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Connick Michael,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Diarmuid Devereux,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Ger Codd,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Hegarty Pip,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Hynes Aidan,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Jim Moore,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Kavanagh Cathal,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Kenny Jim,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Laffan Joe,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Lawlor Kathleen,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Lisa Mcdonald,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Mary Farrell,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Pat Barden,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Sheehan David,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Staples Willie,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Sullivan Donal,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Tom Forde,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Walsh Gary,present
Special-County-Council-Meeting-29.11.23-Minutes,Special County Council Meeting - 29th November 2023,2023-11-29,Whelan George,present
Special-Housing-County-Council-Meeting-05.12.22-Minutes,Special County Council Meeting (Housing) - 5th December 2022,2022-12-05,Barbara O'Rourke,present
Special-Housing-County-Council-Meeting-05.12.22-Minutes,Special County Council Meeting (Housing) - 5th December 2022,2022-12-05,Bolger Bell,present
Special-Housing-County-Council-Meeting-05.12.22-Minutes,Special County Council Meeting (Housing) - 5th December 2022,2022-12-05,Byrne Breen,present
Special-Housing-County-Council-Meeting-05.12.22-Minutes,Special County Council Meeting (Housing) - 5th December 2022,2022-12-05,Carthy Garry,present
Special-Housing-County-Council-Meeting-05.12.22-Minutes,Special County Council Meeting (Housing) - 5th December 2022,2022-12-05,Codd-Nolan Lisa,present
Special-Housing-County-Council-Meeting-05.12.22-Minutes,Special County Council Meeting (Housing) - 5th December 2022,2022-12-05,Connick Murphy,present
Special-Housing-County-Council-Meeting-05.12.22-Minutes,Special County Council Meeting (Housing) - 5th December 2022,2022-12-05,Donal Kenny,present
Special-Housing-County-Council-Meeting-05.12.22-Minutes,Special County Council Meeting (Housing) - 5th December 2022,2022-12-05,Hynes Joe,present
Special-Housing-County-Council-Meeting-05.12.22-Minutes,Special County Council Meeting (Housing) - 5th December 2022,2022-12-05,John Fleming,present
Special-Housing-County-Council-Meeting-05.12.22-Minutes,Special County Council Meeting (Housing) - 5th December 2022,2022-12-05,John Hegarty,present
Special-Housing-County-Council-Meeting-05.12.22-Minutes,Special County Council Meeting (Housing) - 5th December 2022,2022-12-05,Laffan Cathal,present
Special-Housing-County-Council-Meeting-05.12.22-Minutes,Special County Council Meeting (Housing) - 5th December 2022,2022-12-05,Leonard Kelly,present
Special-Housing-County-Council-Meeting-05.12.22-Minutes,Special County Council Meeting (Housing) - 5th December 2022,2022-12-05,Mcdonald Ger,present
Special-Housing-County-Council-Meeting-05.12.22-Minutes,Special County Council Meeting (Housing) - 5th December 2022,2022-12-05,Michael Sheehan,present
Special-Housing-County-Council-Meeting-05.12.22-Minutes,Special County Council Meeting (Housing) - 5th December 2022,2022-12-05,Michael Whelan,present
Special-Housing-County-Council-Meeting-05.12.22-Minutes,Special County Council Meeting (Housing) - 5th December 2022,2022-12-05,Murphy Anthony,present
Special-Housing-County-Council-Meeting-05.12.22-Minutes,Special County Council Meeting (Housing) - 5th December 2022,2022-12-05,Tom Forde,present
Special-Housing-County-Council-Meeting-05.12.22-Minutes,Special County Council Meeting (Housing) - 5th December 2022,2022-12-05,Walsh David,present
Special-Housing-County-Council-Meeting-05.12.22-Minutes,Special County Council Meeting (Housing) - 5th December 2022,2022-12-05,Willie Kavanagh,present
